5077132.0,1.0,100
5077196.0,2.0,100
5077261.0,3.0,100
5077325.0,4.0,100
5077390.0,5.0,100
5077454.0,6.0,100
5077519.0,7.0,100
5077583.0,8.0,100
5077648.0,9.0,100
5077712.0,10.0,100
5077777.0,11.0,100
5077841.0,12.0,100
5077905.0,13.0,100
5077970.0,14.0,100
5078034.0,15.0,100
5078099.0,16.0,100
5078163.0,17.0,100
5078227.0,18.0,100
5078292.0,19.0,100
5078356.0,20.0,100
5078421.0,21.0,100
5078485.0,22.0,100
5078549.0,23.0,100
5078614.0,24.0,100
5078678.0,25.0,100
5078743.0,26.0,100
5078807.0,27.0,100
5078871.0,28.0,100
5078936.0,29.0,100
5079000.0,30.0,100
5079065.0,31.0,100
5079129.0,32.0,100
5079194.0,33.0,100
5079258.0,34.0,100
5079323.0,35.0,100
5079387.0,36.0,100
5079451.0,37.0,100
5079516.0,38.0,100
5079580.0,39.0,100
5079645.0,40.0,100
5079709.0,41.0,100
5079773.0,42.0,100
5079838.0,43.0,100
5079902.0,44.0,100
5079967.0,45.0,100
5080032.0,46.0,100
5080096.0,47.0,100
5080160.0,48.0,100
5080225.0,49.0,100
5080289.0,50.0,100
5080354.0,51.0,100
5080418.0,52.0,100
5080483.0,53.0,100
5080547.0,54.0,100
5080612.0,55.0,100
5080676.0,56.0,100
5080741.0,57.0,100
5080805.0,58.0,100
5080870.0,59.0,100
5080934.0,60.0,100
5080999.0,61.0,100
5081063.0,62.0,100
5081127.0,63.0,100
5081192.0,64.0,100
5081256.0,65.0,100
5081321.0,66.0,100
5081385.0,67.0,100
5081450.0,68.0,100
5081514.0,69.0,100
5081578.0,70.0,100
5081643.0,71.0,100
5081707.0,72.0,100
5081772.0,73.0,100
5081836.0,74.0,100
5081901.0,75.0,100
5081965.0,76.0,100
5082030.0,77.0,100
5090142.0,78.0,150
5090207.0,79.0,150
5090272.0,80.0,150
5090336.0,81.0,150
5090400.0,82.0,150
5090465.0,83.0,150
5090529.0,84.0,150
5090594.0,85.0,150
5090658.0,86.0,150
5090722.0,87.0,150
5090787.0,88.0,150
5090851.0,89.0,150
5090916.0,90.0,150
5090980.0,91.0,150
5091044.0,92.0,150
5091109.0,93.0,150
5091173.0,94.0,150
5091238.0,95.0,150
5091302.0,96.0,150
5091366.0,97.0,150
5091431.0,98.0,150
5091495.0,99.0,150
5091559.0,100.0,150
5091624.0,101.0,150
5091688.0,102.0,150
5091753.0,103.0,150
5091817.0,104.0,150
5091881.0,105.0,150
5091946.0,106.0,150
5092010.0,107.0,150
5092075.0,108.0,150
5092139.0,109.0,150
5092204.0,110.0,150
5092268.0,111.0,150
5092332.0,112.0,150
5092397.0,113.0,150
5092461.0,114.0,150
5092525.0,115.0,150
5092590.0,116.0,150
5092654.0,117.0,150
5092719.0,118.0,150
5092783.0,119.0,150
5092847.0,120.0,150
5092912.0,121.0,150
5092976.0,122.0,150
5093041.0,123.0,150
5093105.0,124.0,150
5093169.0,125.0,150
5093234.0,126.0,150
5093298.0,127.0,150
5093362.0,128.0,150
5093427.0,129.0,150
5093491.0,130.0,150
5093556.0,131.0,150
5093620.0,132.0,150
5093684.0,133.0,150
5093749.0,134.0,150
5093813.0,135.0,150
5093877.0,136.0,150
5093942.0,137.0,150
5094006.0,138.0,150
5094071.0,139.0,150
5094135.0,140.0,150
5094200.0,141.0,150
5094264.0,142.0,150
5094328.0,143.0,150
5094393.0,144.0,150
5094457.0,145.0,150
5094521.0,146.0,150
5094586.0,147.0,150
5094650.0,148.0,150
5094715.0,149.0,150
5094779.0,150.0,150
5094843.0,151.0,150
5094908.0,152.0,150
5094972.0,153.0,150
5095036.0,154.0,150
5103148.0,155.0,200
5103213.0,156.0,200
5103277.0,157.0,200
5103341.0,158.0,200
5103406.0,159.0,200
5103470.0,160.0,200
5103534.0,161.0,200
5103599.0,162.0,200
5103663.0,163.0,200
5103728.0,164.0,200
5103792.0,165.0,200
5103857.0,166.0,200
5103921.0,167.0,200
5103986.0,168.0,200
5104050.0,169.0,200
5104115.0,170.0,200
5104179.0,171.0,200
5104244.0,172.0,200
5104308.0,173.0,200
5104372.0,174.0,200
5104437.0,175.0,200
5104501.0,176.0,200
5104566.0,177.0,200
5104630.0,178.0,200
5104695.0,179.0,200
5104759.0,180.0,200
5104824.0,181.0,200
5104888.0,182.0,200
5104953.0,183.0,200
5105017.0,184.0,200
5105082.0,185.0,200
5105146.0,186.0,200
5105211.0,187.0,200
5105275.0,188.0,200
5105339.0,189.0,200
5105404.0,190.0,200
5105468.0,191.0,200
5105533.0,192.0,200
5105597.0,193.0,200
5105661.0,194.0,200
5105726.0,195.0,200
5105790.0,196.0,200
5105855.0,197.0,200
5105920.0,198.0,200
5105984.0,199.0,200
5106049.0,200.0,200
5106113.0,201.0,200
5106177.0,202.0,200
5106242.0,203.0,200
5106306.0,204.0,200
5106370.0,205.0,200
5106435.0,206.0,200
5106499.0,207.0,200
5106564.0,208.0,200
5106628.0,209.0,200
5106692.0,210.0,200
5106757.0,211.0,200
5106821.0,212.0,200
5106886.0,213.0,200
5106950.0,214.0,200
5107014.0,215.0,200
5107079.0,216.0,200
5107143.0,217.0,200
5107208.0,218.0,200
5107272.0,219.0,200
5107336.0,220.0,200
5107401.0,221.0,200
5107465.0,222.0,200
5107530.0,223.0,200
5107594.0,224.0,200
5107658.0,225.0,200
5107723.0,226.0,200
5107787.0,227.0,200
5107851.0,228.0,200
5107916.0,229.0,200
5107980.0,230.0,200
5108045.0,231.0,200
5116224.0,233.0,250
5116288.0,234.0,250
