x-axis,1
second,Volt
-7.8500E+00,
-7.8400E+00,+1.2711E+00
-7.8300E+00,+1.2658E+00
-7.8200E+00,+1.2665E+00
-7.8100E+00,+1.2687E+00
-7.8000E+00,+1.2676E+00
-7.7900E+00,+1.2676E+00
-7.7800E+00,+1.2692E+00
-7.7700E+00,+1.2668E+00
-7.7600E+00,+1.2691E+00
-7.7500E+00,+1.2657E+00
-7.7400E+00,+1.2688E+00
-7.7300E+00,+1.2675E+00
-7.7200E+00,+1.2642E+00
-7.7100E+00,+1.2637E+00
-7.7000E+00,+1.2656E+00
-7.6900E+00,+1.2675E+00
-7.6800E+00,+1.2642E+00
-7.6700E+00,+1.2676E+00
-7.6600E+00,+1.2632E+00
-7.6500E+00,+1.2647E+00
-7.6400E+00,+1.2642E+00
-7.6300E+00,+1.2676E+00
-7.6200E+00,+1.2683E+00
-7.6100E+00,+1.2646E+00
-7.6000E+00,+1.2656E+00
-7.5900E+00,+1.2618E+00
-7.5800E+00,+1.2648E+00
-7.5700E+00,+1.2624E+00
-7.5600E+00,+1.2656E+00
-7.5500E+00,+1.2675E+00
-7.5400E+00,+1.2621E+00
-7.5300E+00,+1.2647E+00
-7.5200E+00,+1.2631E+00
-7.5100E+00,+1.2676E+00
-7.5000E+00,+1.2636E+00
-7.4900E+00,+1.2646E+00
-7.4800E+00,+1.2639E+00
-7.4700E+00,+1.2617E+00
-7.4600E+00,+1.2632E+00
-7.4500E+00,+1.2656E+00
-7.4400E+00,+1.2665E+00
-7.4300E+00,+1.2616E+00
-7.4200E+00,+1.2596E+00
-7.4100E+00,+1.2636E+00
-7.4000E+00,+1.2651E+00
-7.3900E+00,+1.2615E+00
-7.3800E+00,+1.2641E+00
-7.3700E+00,+1.2626E+00
-7.3600E+00,+1.2625E+00
-7.3500E+00,+1.2617E+00
-7.3400E+00,+1.2621E+00
-7.3300E+00,+1.2616E+00
-7.3200E+00,+1.2645E+00
-7.3100E+00,+1.2615E+00
-7.3000E+00,+1.2621E+00
-7.2900E+00,+1.2604E+00
-7.2800E+00,+1.2587E+00
-7.2700E+00,+1.2597E+00
-7.2600E+00,+1.2621E+00
-7.2500E+00,+1.2627E+00
-7.2400E+00,+1.2622E+00
-7.2300E+00,+1.2576E+00
-7.2200E+00,+1.2600E+00
-7.2100E+00,+1.2617E+00
-7.2000E+00,+1.2587E+00
-7.1900E+00,+1.2577E+00
-7.1800E+00,+1.2605E+00
-7.1700E+00,+1.2565E+00
-7.1600E+00,+1.2590E+00
-7.1500E+00,+1.2577E+00
-7.1400E+00,+1.2592E+00
-7.1300E+00,+1.2595E+00
-7.1200E+00,+1.2625E+00
-7.1100E+00,+1.2615E+00
-7.1000E+00,+1.2587E+00
-7.0900E+00,+1.2576E+00
-7.0800E+00,+1.2585E+00
-7.0700E+00,+1.2596E+00
-7.0600E+00,+1.2572E+00
-7.0500E+00,+1.2595E+00
-7.0400E+00,+1.2567E+00
-7.0300E+00,+1.2576E+00
-7.0200E+00,+1.2587E+00
-7.0100E+00,+1.2566E+00
-7.0000E+00,+1.2576E+00
-6.9900E+00,+1.2576E+00
-6.9800E+00,+1.2592E+00
-6.9700E+00,+1.2576E+00
-6.9600E+00,+1.2582E+00
-6.9500E+00,+1.2576E+00
-6.9400E+00,+1.2576E+00
-6.9300E+00,+1.2566E+00
-6.9200E+00,+1.2585E+00
-6.9100E+00,+1.2556E+00
-6.9000E+00,+1.2572E+00
-6.8900E+00,+1.2556E+00
-6.8800E+00,+1.2570E+00
-6.8700E+00,+1.2556E+00
-6.8600E+00,+1.2572E+00
-6.8500E+00,+1.2555E+00
-6.8400E+00,+1.2547E+00
-6.8300E+00,+1.2538E+00
-6.8200E+00,+1.2540E+00
-6.8100E+00,+1.2545E+00
-6.8000E+00,+1.2585E+00
-6.7900E+00,+1.2556E+00
-6.7800E+00,+1.2556E+00
-6.7700E+00,+1.2566E+00
-6.7600E+00,+1.2556E+00
-6.7500E+00,+1.2573E+00
-6.7400E+00,+1.2540E+00
-6.7300E+00,+1.2544E+00
-6.7200E+00,+1.2533E+00
-6.7100E+00,+1.2516E+00
-6.7000E+00,+1.2540E+00
-6.6900E+00,+1.2525E+00
-6.6800E+00,+1.2570E+00
-6.6700E+00,+1.2536E+00
-6.6600E+00,+1.2572E+00
-6.6500E+00,+1.2555E+00
-6.6400E+00,+1.2530E+00
-6.6300E+00,+1.2555E+00
-6.6200E+00,+1.2543E+00
-6.6100E+00,+1.2556E+00
-6.6000E+00,+1.2521E+00
-6.5900E+00,+1.2536E+00
-6.5800E+00,+1.2551E+00
-6.5700E+00,+1.2536E+00
-6.5600E+00,+1.2556E+00
-6.5500E+00,+1.2536E+00
-6.5400E+00,+1.2551E+00
-6.5300E+00,+1.2525E+00
-6.5200E+00,+1.2516E+00
-6.5100E+00,+1.2555E+00
-6.5000E+00,+1.2536E+00
-6.4900E+00,+1.2536E+00
-6.4800E+00,+1.2516E+00
-6.4700E+00,+1.2535E+00
-6.4600E+00,+1.2531E+00
-6.4500E+00,+1.2526E+00
-6.4400E+00,+1.2545E+00
-6.4300E+00,+1.2517E+00
-6.4200E+00,+1.2572E+00
-6.4100E+00,+1.2525E+00
-6.4000E+00,+1.2536E+00
-6.3900E+00,+1.2615E+00
-6.3800E+00,+1.2636E+00
-6.3700E+00,+1.2778E+00
-6.3600E+00,+1.2938E+00
-6.3500E+00,+1.2999E+00
-6.3400E+00,+1.3103E+00
-6.3300E+00,+1.3207E+00
-6.3200E+00,+1.3265E+00
-6.3100E+00,+1.3340E+00
-6.3000E+00,+1.3404E+00
-6.2900E+00,+1.3522E+00
-6.2800E+00,+1.3558E+00
-6.2700E+00,+1.3641E+00
-6.2600E+00,+1.3713E+00
-6.2500E+00,+1.3773E+00
-6.2400E+00,+1.3816E+00
-6.2300E+00,+1.3902E+00
-6.2200E+00,+1.3907E+00
-6.2100E+00,+1.3964E+00
-6.2000E+00,+1.4034E+00
-6.1900E+00,+1.4122E+00
-6.1800E+00,+1.4117E+00
-6.1700E+00,+1.4193E+00
-6.1600E+00,+1.4279E+00
-6.1500E+00,+1.4324E+00
-6.1400E+00,+1.4362E+00
-6.1300E+00,+1.4467E+00
-6.1200E+00,+1.4506E+00
-6.1100E+00,+1.4545E+00
-6.1000E+00,+1.4570E+00
-6.0900E+00,+1.4585E+00
-6.0800E+00,+1.4641E+00
-6.0700E+00,+1.4646E+00
-6.0600E+00,+1.4711E+00
-6.0500E+00,+1.4728E+00
